geek_rate,title,num_votes,avg_rate,id
N/A,Diamant,16,5.56,10372
N/A,Dice Prix,2,4.50,10373
N/A,Monaco Grand Prix,5,6.30,10374
N/A,Cuban Missile Crisis,14,7.32,10375
N/A,Graphos,8,7.60,10378
N/A,The Wheels on the Bus,23,3.89,10379
N/A,The War in Virginia: 1862-1865,5,6.74,10380
N/A,Bigfoot 4x4x4,14,5.25,10381
N/A,Kapture,1,6.00,10382
N/A,Fleece the Flock,1,5.00,10384
N/A,Diamondback,15,5.43,10385
N/A,Starbattles (mainline),2,6.50,10387
N/A,Campaigns and Battles from the Age of Reason,11,7.55,10388
N/A,AstroNavis Merchant,19,6.37,10389
N/A,Tower of Bunnies,9,4.31,10390
N/A,1861,10,6.75,10391
N/A,Campaigns of Napoleon,23,5.61,10392
N/A,Swords of Glory,10,5.50,10393
N/A,Air Force Game,6,4.42,10395
N/A,Jewishopoly,1,7.00,10396
N/A,Togoland 1914,24,6.49,10397
5.486,Car Wars Tanks,62,5.35,10398
N/A,Word Rich,12,6.17,10399
N/A,Pinnacle,5,4.60,10401
N/A,Le Royaume des 5 Couronnes,5,6.00,10402
N/A,Ascension,19,6.37,10403
N/A,Saint Paul and the Unforgettable Journeys,1,3.50,10404
N/A,Hokej 92: Společenská Hra,11,6.41,10405
N/A,Durch Die Republik,3,5.00,10406
N/A,Shipbase III,11,7.18,10407
N/A,Das Deutsche Raumfahrtspiel D1,5,3.60,10408
N/A,Slogan,16,3.05,10409
N/A,Missing Link,2,5.60,10410
N/A,Meeting Room,11,6.00,10411
N/A,"Cluedo, After Dinner Mint Edition ""Death by Indulgence""",5,6.20,10412
N/A,Star Fighter,9,5.56,10413
N/A,Naval Warfare '39-'45,2,5.50,10415
N/A,Flowers & Butterflies,1,7.00,10417
N/A,Tens,8,5.75,10418
N/A,15 Love,7,3.86,10420
N/A,Road Hog,7,5.71,10421
N/A,Crazy Crocodiles,19,5.11,10424
N/A,Escape from Frankenstein,11,4.00,10425
N/A,Equals,12,4.91,10426
N/A,Bombshell,3,4.33,10427
N/A,After School,N/A,N/A,10428
N/A,Addiction,11,4.77,10429
N/A,Solar Conquest,2,6.00,10430
N/A,Hercules: The Legendary Journeys,29,4.93,10432
N/A,The Cat in the Hat Comes Back Card Game,3,4.00,10433
N/A,Grand Army,1,6.00,10435
N/A,J.E.B.!,2,5.00,10436
N/A,Rally 'round the Flag,10,6.16,10437
N/A,The Very Fashionable Miss Piggy Card Game,4,6.25,10438
N/A,Oonie Moonie Goonie!,3,4.67,10439
N/A,Kermit the Frog Card Game,8,5.15,10440
N/A,Where's The Beef Card Game,5,6.80,10442
N/A,Cabbage Patch Kids Card Game,1,6.00,10443
N/A,Barbie Shopping Spree Card Game,3,3.00,10444
N/A,Race to the Sun,N/A,N/A,10446
N/A,Ostatnia wojna Cesarzy,24,7.83,10447
N/A,Golden Trivia Game: Disney Edition,4,4.00,10448
N/A,Chick-A-Boom,5,3.20,10449
N/A,Mork & Mindy Card Game,20,6.15,10451
N/A,London Bridge,5,3.26,10452
N/A,Snake Dance,3,6.00,10454
N/A,Romantic Journey,1,7.00,10455
N/A,Sexual Trivia Strikes Again,2,2.00,10456
N/A,Dance Party,N/A,N/A,10457
N/A,Pig in the Garden,5,7.20,10458
N/A,Side Track,6,4.33,10460
N/A,Quick Chess,24,5.98,10463
N/A,Population Game,7,5.71,10464
N/A,Where's the Ostrich?,6,6.58,10465
N/A,Win By A Nose,6,4.83,10466
N/A,Sharks!,1,5.00,10468
N/A,Oh Nuts!,4,6.38,10469
N/A,The War to End All Wars: WWI Axis & Allies Variant,9,3.78,10473
N/A,Wacky Blasters,9,6.53,10475
N/A,Arithmetic Bingo,N/A,N/A,10477
N/A,Hallo Taxi,2,7.00,10478
N/A,The Munsters Card Game,2,6.90,10479
N/A,Hogwash,4,4.25,10480
N/A,Travel,7,5.86,10481
N/A,Buchstabensuppe,9,4.48,10482
N/A,3x3 und eins vorbei,1,6.00,10483
N/A,Rhein-Reise,3,5.83,10484
N/A,Herzklopfen,11,3.50,10485
N/A,Spaghetti Junction,2,5.00,10486
N/A,Ego,8,5.12,10497
N/A,Harmony,1,5.00,10498
N/A,Alchemy,N/A,N/A,10499
N/A,Neo-Chess,11,6.27,10500
N/A,Teleportals,1,7.00,10503
N/A,Caracalla,15,4.93,10504
N/A,Hexenkompott,15,5.57,10505
N/A,Pokerkub,13,5.12,10507
N/A,Ringel-Rangel,17,6.21,10509
N/A,Piepmatz,4,4.50,10510
N/A,The Munsters Masquerade Party Game,3,6.67,10512
N/A,Disney Princess Enchanted Dream Ball,13,4.40,10516
N/A,In A Spin,4,4.50,10517
N/A,Dental Floss Tycoon,N/A,N/A,10519
N/A,Star Trek: The Final Frontier,15,3.60,10521
N/A,Premier Table Soccer 2000,7,7.29,10522
N/A,Choiss,6,5.83,10524
N/A,Kojit-8,5,4.40,10526
N/A,Rally Round,9,6.03,10528
N/A,Crusoe's Planet,25,7.52,10529
N/A,Pagode,23,7.46,10530
N/A,Ship Ahoy,4,7.00,10531
N/A,Brit Quiz,14,4.04,10532
N/A,Popeye,13,4.34,10535
N/A,Crossword Lotto,N/A,N/A,10538
N/A,Stardeck,2,6.75,10539
N/A,Philanthropist: A Window on the World of Painting,5,4.78,10540
N/A,Brit Quiz 2000,2,5.75,10541
N/A,Roolz,4,6.25,10542
N/A,Southern Fast Freight Game,3,6.67,10545
N/A,Top Shed,10,2.60,10546
N/A,Cockpit,12,6.08,10548
N/A,Airport,5,2.60,10549
N/A,Outwit,3,5.67,10553
N/A,Alphabet Snap,1,2.00,10554
N/A,Change the Word,4,4.75,10555
N/A,Wild Guess,2,6.00,10558
N/A,Initial Subject,4,6.25,10560
N/A,McPherson's Ridge,14,5.75,10562
N/A,Hitler's Counterstroke in France,15,6.13,10563
N/A,Cinématographe,7,5.79,10566
N/A,Pas de Calais,10,6.40,10568
N/A,The Soap Opera Game,N/A,N/A,10569
N/A,Canoe,8,6.55,10571
N/A,Zaroc,18,5.94,10572
N/A,Rock Jocks,27,5.59,10574
N/A,All About Colorado Springs Colorado,2,4.00,10576
N/A,Turmoil,5,5.30,10577
N/A,Winter Olympics VCR Game,7,5.29,10580
N/A,Who Wants To Be A Millionaire Junior,21,4.57,10582
N/A,Somalia Interventions,7,4.41,10583
N/A,Panzers at the Pyramids,3,5.50,10585
N/A,Caseros 1852,3,5.17,10586
N/A,Cuba Libre!,4,7.12,10587
N/A,MacArthur's War,9,6.83,10588
N/A,The Big One,23,5.28,10590
N/A,Dogger Bank,8,6.12,10591
N/A,Commando Raid on Rommel,9,5.39,10592
N/A,Squares,7,5.01,10594
N/A,Make-a-Million,10,7.20,10595
N/A,Star Wars: Rescue on Geonosis,18,3.69,10596
N/A,Animorphs,4,3.12,10597
N/A,Cordo,N/A,N/A,10598
N/A,Tempest of the Gods,28,4.72,10599
N/A,Bouvines 1214,11,6.23,10601
N/A,Crisis Games: Colombia,14,6.14,10602
N/A,The New Fantastic Four Game,3,3.33,10603
N/A,ZOK The Jumbo Sized Fun Game,N/A,N/A,10604
N/A,Curator,1,5.00,10606
N/A,Soli2,2,4.00,10607
N/A,Visual Brain Storms,21,5.23,10608
N/A,Yugoslavia,20,6.51,10610
N/A,The Battle for Jerusalem,25,6.98,10611
N/A,Kreuzfahrt,5,3.60,10614
N/A,Herz an Herz,3,4.00,10615
N/A,The Secret Of Nimh Game,5,4.10,10617
N/A,LEGO X-Pod PlayOff,20,6.38,10618
N/A,GoBots GIANT Card Game,1,3.00,10619
N/A,Schlafmütze,11,5.88,10621
N/A,Verrücktes Jahr,3,7.00,10622
N/A,EmotrionsOnCards,6,3.75,10624
N/A,VIPs,7,2.71,10627
N/A,Plimus,2,6.00,10628
N/A,Månvalla med V5,10,4.50,10629
N/A,Who Can Beat Nixon?,7,4.57,10632
N/A,Siegfried und der Drache,7,6.71,10633
N/A,Crisis in the Ukraine,12,6.38,10635
N/A,Peggino,9,5.94,10636
N/A,Husky,20,5.36,10637
N/A,Flohmarkt,17,4.74,10638
N/A,Rettet die Dinos,2,4.50,10639
N/A,The Game Of Quotations,24,4.77,10643
N/A,Vire o Poker,N/A,N/A,10644
N/A,Mutabor: Im Irrgarten des Kalifen,10,6.65,10645
N/A,Jogo Ecologia,5,5.20,10646
N/A,Centurion,14,4.43,10647
N/A,Pharomino,3,6.00,10649
N/A,"Nicht drängeln, kleines Stachelschwein",2,4.75,10650
N/A,Deflection,25,5.75,10651
N/A,Con-Tra '50,2,6.00,10652
N/A,Der Weg zum Erfolg,7,4.64,10654
N/A,Symbol Simon,5,3.40,10656
N/A,Fleet Admiral,3,7.17,10657
N/A,Ali Baba,5,4.60,10658
N/A,The Civil War,9,5.67,10663
5.575,Star Wars Miniatures Battles Companion,38,7.22,10664
N/A,Sequenz,6,4.42,10665
N/A,R.oc,22,5.63,10666
5.738,Hybrid Expansion 1: Nemesis,117,7.78,10667
N/A,Via Bavaria,11,3.82,10670
5.883,Killer Bunnies and the Quest for the Magic Carrot ORANGE Booster,729,6.50,10674
N/A,Das Schloss,18,5.78,10675
N/A,Iron Chef Board Game: The Ultimate Cooking Challenge,22,4.48,10677
6.225,Jungle Speed: The Extreme Expansion,778,7.17,10680
N/A,Blick,3,5.00,10685
5.945,Star Munchkin 2: The Clown Wars,1014,6.47,10686
N/A,Dino Dodg-Em,7,4.99,10689
N/A,Legends of Araby,9,7.78,10690
N/A,Blast Out,12,6.27,10692
N/A,"Red Sand, Blue Sky: Death in the Arenas of Rome",20,7.14,10693
N/A,Warrior Kings,10,6.20,10694
N/A,Mayhem: Warrior Kings,5,5.20,10695
N/A,Warring Fleets,6,5.67,10696
N/A,Chain Reaction,16,7.19,10697
N/A,Mayhem: Wasteland Warriors,4,6.00,10698
N/A,Rummage,5,5.00,10699
N/A,Grand Prix: A Sports Car Racing Game,5,6.20,10700
N/A,Williams Renault Grand Prix Championship,23,5.87,10701
N/A,Grand Prix,10,4.40,10702
N/A,Baantjer,16,4.19,10703
N/A,Grand Prix Championship,8,5.50,10704
N/A,Dynamit Joe,22,4.96,10705
N/A,Wheelspin No 1 World Formula Grand Prix,4,2.96,10706
N/A,APBA Boxing,3,5.67,10708
N/A,Maktspelet,6,2.50,10711
N/A,Fight the Power,9,5.00,10713
N/A,Adult Late Night Games,1,5.00,10714
N/A,Caveat Emptor,6,6.50,10717
N/A,Truckin' America,2,2.00,10720
5.529,Taboo Refill,40,6.42,10721
5.553,Scattergories Refill,72,6.39,10722
N/A,The Mining Game,18,6.08,10723
N/A,Empire: Make History on Your Living Room Floor,9,2.61,10724
N/A,Nuclear War Bonus Pack #2: Expansion to India Rails and Nuclear War,24,6.17,10725
N/A,Globo Game,13,5.17,10726
N/A,Mayhem: Warrior Heroes,7,5.29,10727
N/A,World IV,N/A,N/A,10728
N/A,Vídeo Mania,2,3.50,10729
N/A,Jogo de Veja,9,4.98,10730
N/A,Bugs!,5,5.10,10731
N/A,Time is Money,8,4.38,10732
N/A,Mayhem: Muskets and Mohawks,3,6.33,10733
N/A,O Desafio de Shepar,N/A,N/A,10734
N/A,Mayhem: Warring Nations,4,5.25,10735
N/A,Jogo Místico,N/A,N/A,10736
N/A,Deguello-The Texas War for Independence-1835,N/A,N/A,10737
N/A,Six Gun Sound,14,6.43,10738
N/A,Chessapeak Challenge Chess,2,6.50,10739
N/A,Otto's großes Ottifanten-Spiel,8,3.94,10740
N/A,In der Falle,6,3.33,10741
N/A,Lucky Chess,N/A,N/A,10745
N/A,Mindz,N/A,N/A,10746
N/A,Doublethink,6,5.33,10747
N/A,Poka-Tile,N/A,N/A,10748
N/A,Ingenuity,2,4.50,10749
N/A,Imperium,6,6.50,10750
N/A,Haggle,8,2.75,10751
N/A,Categorically Speaking,15,6.23,10752
N/A,Ações Exame,25,6.44,10753
N/A,Eleições,23,6.66,10754
N/A,Conquistando os Planetas,3,5.00,10755
N/A,Web,4,5.12,10758
N/A,The Ultimate Word Game,N/A,N/A,10759
N/A,Secret Telegram,1,3.00,10761
N/A,Snail Trail,10,4.80,10762
N/A,Tri Tac Toe,N/A,N/A,10763
N/A,Cardz,N/A,N/A,10764
N/A,OH,3,6.67,10766
N/A,Piraten & Papageien,4,5.50,10768
N/A,Herzlos,23,5.18,10769
N/A,Seattle Shuffle,2,7.00,10770
N/A,Wandelwinde,2,4.00,10771
N/A,Guess Again,1,5.00,10772
N/A,Repel,13,3.88,10773
N/A,American Idol Collectible Card Game,15,4.67,10774
N/A,Liars Maze,2,3.50,10775
N/A,Flames Across the Valley,1,4.00,10777
N/A,The Great Muppet Caper Card Game,3,5.33,10779
N/A,F*ck This! (Supersized Rudeness),3,5.00,10781
N/A,Aviation: The Aerial Tactics Game of Attack and Defence,16,5.78,10782
N/A,"F*ck This! (Sex, Drugs and Rock & Roll)",6,3.33,10784
N/A,Gates Skill,1,1.00,10786
N/A,Murder,N/A,N/A,10787
N/A,Super Aggravation,14,4.64,10790
N/A,Crown Red,7,4.79,10791
N/A,The Underground Railroad,3,5.33,10792
N/A,"Civil War Classics, Volume 1: The Battles of Pea Ridge & Shiloh",25,3.02,10793
N/A,So Sue Me!,14,4.00,10794
N/A,Mal Mal,15,6.00,10795
N/A,Ooyoo,1,4.00,10796
N/A,Hoorah!,20,6.28,10797
N/A,Lemming,22,6.80,10800
N/A,Tack-Tics,4,6.25,10801
N/A,Goldsieber a la Carte,2,6.90,10803
N/A,Angel: The Board Game,18,1.93,10804
N/A,Hot Prospect,N/A,N/A,10806
5.662,Anno 1503: Aristokraten und Piraten,153,6.61,10810
5.540,Settlers of New Catan (and extra modules),42,7.31,10817
N/A,Bailén 1808,22,6.35,10818
N/A,Mushing the Iditarod Trail,3,6.00,10821
N/A,Space Dogs,1,4.00,10823
N/A,SPORTIAMO,1,8.00,10824
N/A,Galactix,8,4.75,10825
N/A,Box Cars,N/A,N/A,10826
N/A,Thundercats,6,5.92,10827
N/A,Dark Portals,1,3.00,10828
N/A,Squek! Reloaded,1,8.00,10830
N/A,AM/FM Music Trivia,1,6.00,10832
N/A,Risky Business,3,2.33,10833
N/A,Rebs & Yanks,22,4.96,10834
N/A,Squek!,6,6.35,10835
N/A,Sashay,9,6.44,10838
N/A,Don't Let the Leaves Fall,5,5.90,10839
N/A,Mary Dowser,3,5.50,10840
N/A,Brummi Rennen,N/A,N/A,10841
N/A,Cardcaptors: Challenge of the Clow Spirits Game,3,3.67,10843
N/A,Star Wars Miniatures Battles: Imperial Entanglements,28,7.38,10844
N/A,Napoleon,25,5.78,10845
N/A,Prinzessin Pimpernell,3,5.50,10846
N/A,U.S. Rails,8,4.75,10847
N/A,Amazonas,13,6.08,10848
N/A,Final Decrees,12,7.00,10849
N/A,Icosagame,16,5.62,10850
N/A,Mr. President USA,2,5.00,10851
N/A,Investor,16,2.88,10852
N/A,Der Stern von Bethlehem,8,4.50,10853
N/A,Adventure Cards,9,4.44,10854
N/A,Doquin,3,5.00,10857
N/A,Rugby Mania,7,5.33,10858
N/A,Quameleon,N/A,N/A,10859
N/A,Cars & Ships,N/A,N/A,10860
N/A,Parcours,N/A,N/A,10861
N/A,Max & Michi,N/A,N/A,10862
N/A,Tresoro,N/A,N/A,10863
N/A,Witchcraft,N/A,N/A,10864
N/A,Road Block,1,7.00,10865
N/A,Satellit,6,4.25,10866
N/A,Schmugglerjagd,3,5.67,10867
N/A,5 Star,7,5.71,10868
N/A,Legion,N/A,N/A,10870
N/A,E-Z Run,1,6.66,10871
N/A,Car Tricks,19,5.88,10872
7.038,A Game of Thrones: A Clash of Kings Expansion,1892,7.84,10873
N/A,Time Flies,4,5.12,10874
N/A,The Face of Battle,21,6.95,10875
N/A,Hemskyddsspelet,1,8.00,10876
N/A,Espinosa,18,7.11,10877
N/A,Diabolik: il Colpo Perfetto,1,5.00,10879
N/A,Passaparola,9,5.44,10881
N/A,Verba Game,13,5.73,10882
N/A,Stress,20,5.03,10883
N/A,Breakfast at daVinci's,10,4.55,10886
N/A,Click!,2,5.60,10887
N/A,Ascowt,8,3.88,10888
N/A,Cat Burglar,3,4.33,10891
N/A,Power of Two,7,6.14,10892
N/A,Eichhörnchenbande,5,5.80,10894
N/A,Libertas,4,6.25,10895
N/A,Rabatz auf dem Riesenrad,6,5.67,10896
N/A,Moves,1,7.00,10897
N/A,Dalton City,10,4.30,10899
5.565,Nightmare II,164,6.10,10900
5.518,Nightmare III,122,5.87,10901
5.558,Nightmare IV,85,6.50,10902
N/A,Zippy,20,5.64,10903
N/A,Waterloo,4,4.38,10905
N/A,Balancing Bears,4,4.25,10907
N/A,Trail of the Brotherhood,N/A,N/A,10909
N/A,Vimieiro,17,6.65,10910
5.807,Killer Bunnies and the Quest for the Magic Carrot GREEN Booster,623,6.40,10911
N/A,Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,25,6.74,10914
N/A,Don't  Quote Me,26,5.56,10917
N/A,Mayhem,1,7.00,10919
N/A,1 on 1 Adventure Gamebooks: The King Takes a Dare,9,6.06,10920
N/A,1 on 1 Adventure Gamebooks: The Amber Sword of World's End,8,5.88,10921
N/A,Himalaya,19,3.74,10922
N/A,"Super Mario Bros. ""The Great Ladder Race Game""",5,6.90,10924
N/A,Jigsaw Mystery Pack,1,6.50,10926
N/A,Zoo Train,N/A,N/A,10928
N/A,International Insult,5,4.60,10929
N/A,ZByte,1,5.50,10930
N/A,Tokar's Arcana,8,6.44,10931
N/A,Vimy Ridge,15,6.23,10932
N/A,Inka,4,5.12,10933
N/A,Walking with Dinosaurs Card Game,N/A,N/A,10935
N/A,Anatomix,1,1.00,10936
N/A,Codswallop,N/A,N/A,10938
N/A,Music Boxx,N/A,N/A,10939
N/A,Music Snap,N/A,N/A,10940
N/A,Walking with Prehistoric Beasts,4,3.62,10941
N/A,Walking with Dinosaurs,5,5.70,10942
N/A,Quintet,N/A,N/A,10943
N/A,Deckmatch: The Unofficial Quake 3 Card Game,1,6.50,10944
N/A,Papperlapapp,1,2.00,10945
N/A,La Maldición del Templo Cristal,19,4.72,10949
N/A,Director's Cut 2,7,5.71,10950
N/A,The Star Trek Make-A-Game Book,2,1.50,10951
N/A,Bells of War: Conquest Series,23,5.13,10952
N/A,ShanJari,9,5.61,10953
N/A,21 Letters,N/A,N/A,10954
N/A,Kwa-Dô,13,6.23,10955
N/A,Boom Box,5,5.40,10956
N/A,Freestyle,7,5.11,10957
N/A,CromoGnomo,5,6.22,10958
N/A,The Artifact,2,6.00,10959
N/A,Plug Inn,1,5.60,10961
N/A,12 O'Clock High Card Game,8,3.62,10963
N/A,Word Spin,16,3.59,10965
N/A,Battle Rider,28,6.04,10966
N/A,Slime Monster Game,20,5.32,10967
N/A,Cold Feet,N/A,N/A,10969
N/A,Pot Luck,2,5.50,10970
N/A,Fleet Action,17,5.32,10972
5.624,Dice Games Properly Explained,113,6.66,10973
N/A,Vallée de la mort,2,7.00,10974
N/A,Tell the Time Snap,N/A,N/A,10975
N/A,Things That Crawl,2,4.50,10976
N/A,Times Table Snap,1,3.00,10977
N/A,The Dutch Revolt,9,4.72,10978
N/A,Fraction Action,3,4.33,10979
N/A,Four Function Snap,3,4.00,10980
N/A,Like It or Lump It,7,7.90,10981
N/A,Arena,6,4.28,10982
N/A,Landwehr 1438,4,4.25,10983
N/A,Pounce,3,5.33,10984
N/A,Fortune's Colony,10,5.65,10985
N/A,All-in-the-Dice Baseball,2,4.50,10987
N/A,Bridgehead,3,4.67,10988
N/A,Girl Power,1,5.00,10990
6.031,WarCraft: The Board Game Expansion Set,629,6.89,10991
N/A,Zamitar,3,7.00,10992
N/A,Crosshand Poker,11,6.18,10993
N/A,Alphabet Squiggle,3,3.67,11003
N/A,Words from Words,5,4.80,11004
N/A,Three Blind Dice,15,5.23,11005
N/A,Dispatch: The Airport Strategy Game,N/A,N/A,11006
N/A,Black or White,N/A,N/A,11007
N/A,Rock the Boat,11,5.27,11009
N/A,Soccer,2,6.85,11010
N/A,Play Grimm,4,6.25,11012
N/A,Railway Rivals Map CH: China,10,6.90,11013
N/A,Bagpuss,2,5.00,11014
N/A,7-4-1,27,6.35,11015
N/A,The Last Straw,17,5.11,11016
N/A,Roundabout,19,5.34,11018
N/A,Campaign Secrets,18,4.01,11020
N/A,Touch and Feel,1,2.00,11021
N/A,Pig Dice,19,4.89,11022
N/A,Nak Naks,9,4.44,11023
N/A,"Lass nichts fallen, Kleiner Rabe",7,5.00,11024
N/A,National Geographic Mystery Voyage Game,10,5.15,11026
N/A,Reich: The Iron Dream of German Unification,26,6.42,11027
N/A,Time Travel Baseball,17,7.31,11029
N/A,Global Supremacy,8,4.94,11031
N/A,Bone Barter,4,5.50,11032
N/A,I Bet I Know,6,4.83,11033
N/A,Xevoz,17,4.85,11034
N/A,Chifoumi,16,6.31,11035
N/A,No Middle Ground,4,6.38,11036
6.030,Armies of Oblivion: ASL Module 12,217,8.39,11040
5.785,ASL Action Pack #2,114,8.06,11041
N/A,Trhyme,6,6.08,11042
N/A,Save The World: A Cooperative Environmental Game,3,5.50,11043
N/A,Wide Open,5,4.70,11044
N/A,Cartel: The International Oil Game,2,5.25,11045
N/A,"Army Group North: The Summer Offensive Against Leningrad, 1941",13,6.66,11046
N/A,Chariot-Race at Carthage Circus,8,5.38,11048
N/A,Clash of the Titans Game,9,3.94,11049
N/A,Bastogne or Bust (second edition),24,7.26,11050
N/A,Number Quest,26,5.41,11051
5.565,Four Battles in North Africa,68,6.55,11054
N/A,"DMZ: The Battle for South Korea, late 1970s",20,6.17,11055
N/A,Fantasy Rules!,26,6.75,11056
5.660,Munchkin Blender,794,5.93,11058
N/A,Endpoint,4,6.25,11059
N/A,Sinn Sens,1,6.00,11061
N/A,Jerry Springer Show,2,4.00,11062
N/A,What's My Line?,5,4.70,11063
N/A,Wild 'Ahi,4,5.12,11064
N/A,Skillcat: The Nine Lives Card Game,N/A,N/A,11065
N/A,Shrink,1,6.00,11066
N/A,Swastika,1,8.00,11067
N/A,Snuggly Bugs,3,5.83,11068
N/A,Happy Ever After,1,3.00,11069
N/A,Spin to Win,2,5.50,11070
N/A,Austin Poker,29,5.75,11071
N/A,Creepy Cauldron,7,5.79,11072
N/A,Splash,1,3.00,11073
N/A,NOVA True Science,8,5.62,11074
N/A,Stadtgespräch,15,5.07,11076
N/A,Variello,N/A,N/A,11078
N/A,Elefantastico,3,5.33,11080
N/A,Al Aflaj 1245,N/A,N/A,11082
N/A,Dwarf Mountain: A Game of Fantasy Adventure,2,5.00,11086
N/A,Nasca,7,6.57,11087
N/A,Legends of Syrrith,N/A,N/A,11088
N/A,Barbarians,10,4.90,11089
N/A,The Peninsular War 1808-14,6,5.75,11092
N/A,Holiday,16,6.16,11094
N/A,Elcanto,5,6.80,11095
N/A,The Wizard of Oz Family Board Game,6,5.50,11097
N/A,Earth One,N/A,N/A,11098
N/A,Gone Bush,5,5.90,11100
N/A,Slap Jak,4,4.25,11101
N/A,Juden Raus,11,2.55,11102
N/A,Orgy,5,3.90,11105
N/A,Busted,N/A,N/A,11107
N/A,Volcano,5,5.94,11108
N/A,Meeting of the Minds,1,6.00,11109
N/A,Yesteryear: The Nostalgia Trivia Game,4,3.00,11114
N/A,Benji Game,3,2.67,11117
N/A,Nuttsy Tennis,3,3.67,11118
N/A,Bent Outta Shape,6,5.17,11119
N/A,America's Funniest Home Videos Game,2,3.00,11120
5.564,Death & Destruction: The Russian Front 1942-44,50,6.86,11123
N/A,Bastogne: Crossroads of Death,19,5.69,11128
N/A,German Eagle vs. Russian Bear,6,6.75,11130
N/A,Strip,1,5.00,11133
N/A,Hot Matches,N/A,N/A,11134
N/A,The Anniversary Game,N/A,N/A,11137
N/A,Tank Command,21,4.71,11138
N/A,Assault on Belgium,14,6.18,11140
N/A,Dirty Dare,1,1.00,11141
N/A,Grab the Green,N/A,N/A,11142
N/A,3 Blind Mice,2,5.25,11143
N/A,Hollywood Awards,3,5.17,11145
N/A,Feng  Shui Game Pack,4,4.12,11146
N/A,Hey Taxi!,12,5.25,11148
N/A,Jetsons Fun Pad Game,1,5.00,11150
N/A,Séance,9,5.89,11151
N/A,Police Surgeon,1,4.00,11152
N/A,Hat Trick,15,3.90,11153
N/A,Feds 'N' Heads,10,6.70,11154
N/A,How To Be A Complete Bastard,13,3.59,11155
N/A,Quips & Quotes,1,6.75,11156
N/A,Escapades,N/A,N/A,11157
N/A,Hurry Waiter,1,5.00,11158
N/A,Balancing Clown,1,4.00,11162
N/A,Choo Choo,1,2.00,11163
N/A,Bauer Klaus und die Maus,11,5.32,11164
N/A,Sneaky Pete,20,4.85,11165
N/A,Giant Game Board Book,5,5.52,11169
N/A,Mastergame,4,2.47,11171
N/A,Twisty Turtle,1,3.00,11173
N/A,Weigh It Up,2,5.25,11174
N/A,Agri-Venture,N/A,N/A,11175
N/A,The Return of Heavyweight Champ!,8,6.88,11176
N/A,Foreplaying Dart Game,N/A,N/A,11178
N/A,Strip Chocolate,2,5.50,11180
N/A,Squeeze Phrase,4,7.00,11181
N/A,X-Rated Trivia,N/A,N/A,11183
N/A,Talk Dirty To Me,2,3.50,11184
N/A,Grant Moves South,21,7.46,11185
N/A,Formula De: Gran Premio d'Italia – Perugia – Circuito Cittadino,15,7.77,11186
5.497,Advanced Dungeons & Dragons Battlesystem,200,5.51,11187
N/A,The Prestel Art Game,9,5.36,11189
N/A,Quadrivium,1,6.00,11190
N/A,War Machine,4,7.25,11191
N/A,Dexter's Laboratory: Race to the Brainergizer!,N/A,N/A,11192
N/A,Darkies in the Melon Patch,10,3.10,11193
N/A,Lust!,8,4.97,11194
N/A,Klecks: Kennst Du die Farben?,3,4.33,11196
N/A,"Such, Bello!",7,6.43,11197
N/A,Motley Wheels,12,6.33,11198
N/A,Drei gewinnt,1,6.00,11199
N/A,Cashflow for Kids,29,4.47,11200
N/A,Centrepoint,20,5.47,11201
N/A,Wildwechsel,13,6.15,11203
N/A,Beer!,14,3.54,11204
N/A,All-American Football,25,5.24,11205
N/A,"Pacific Battles Volume 1, The Rising Sun",16,5.66,11206
N/A,Manege Frei,3,7.17,11207
N/A,Hopple-Popple,24,5.72,11208
N/A,Kopernikus,12,5.50,11209
N/A,Stealth: The Game,16,5.89,11211
N/A,Sphinx,10,5.00,11212
N/A,Ferrocarriles Pampas,15,5.80,11213
N/A,Pop Smarts,25,4.58,11214
N/A,Dice Diamond,1,6.50,11216
N/A,Wigwam,14,5.38,11217
N/A,Missile Crisis,5,4.20,11218
N/A,7th Cavalry,5,6.40,11219
N/A,Knockout Cricket,15,6.03,11220
N/A,Natural Selection,9,4.67,11221
N/A,38th Parallel,2,4.75,11222
N/A,Operacao Littorio,8,3.25,11223
N/A,Conscience,1,4.00,11224
N/A,Beau Monde,N/A,N/A,11225
N/A,When Good Neighbors...Go Bad...,3,3.67,11226
N/A,Monopoly: Milk Chocolate Game,14,4.43,11227
N/A,Beach Maze,1,6.00,11228
N/A,Hampshire,N/A,N/A,11233
N/A,Gunpowder Treason,N/A,N/A,11234
N/A,Blue Chip,8,6.12,11236
N/A,Medieval Warhawks,2,3.00,11237
N/A,Quad Load,1,4.00,11238
N/A,Duel Arcane,2,6.00,11239
N/A,Big Bat Baseball,3,6.00,11240
N/A,Mannfolk,3,5.67,11242
N/A,Arne Total,25,4.49,11243
N/A,Numbers Count,N/A,N/A,11244
N/A,Monster Madness,7,5.00,11245
N/A,Snoop,1,6.00,11246
N/A,Bango! Bango!,2,6.00,11247
N/A,Zominoes,N/A,N/A,11249
N/A,Shifty Gear,5,3.60,11250
N/A,Revenge of Dracula,6,3.50,11251
N/A,Galaxia,1,6.00,11252
N/A,Kleiner Spatz,18,5.67,11254
N/A,Battle Royale,1,6.00,11255
N/A,Crosse,10,3.56,11256
