geek_rate,title,num_votes,avg_rate,id
N/A,Classic BattleTech: Technical Readout 3026,28,7.42,59201
N/A,Classic BattleTech: Technical Readout 3055 Upgrade,11,7.14,59203
N/A,Classic BattleTech: Technical Readout 3067,12,6.96,59204
N/A,Classic BattleTech: Technical Readout 3058 Upgrade,7,7.21,59205
N/A,STOP Road Hazard,N/A,N/A,59210
N/A,Slugbug,N/A,N/A,59215
N/A,Wilde Wikinger Machen Fette Beute,12,6.71,59224
N/A,Muh & Mäh,11,5.09,59225
N/A,Beugró,21,7.00,59226
N/A,Ganjifa,2,5.50,59231
N/A,The Lord of the Rings Strategy Battle Game: A Shadow in the East,17,5.47,59242
N/A,The Lord of the Rings Strategy Battle Game: Fall of the Necromancer,15,5.35,59243
N/A,The Lord of the Rings Strategy Battle Game: The Ruin of Arnor,13,4.87,59244
N/A,Oktobermessed!  Zombie Rules for ASL,4,4.25,59246
N/A,Dezign Pak 1,6,7.00,59248
N/A,Dezign Pak 2,5,7.00,59249
N/A,Dezign Pak 4,5,6.60,59250
N/A,Dezign Pak 3,6,6.50,59251
N/A,Black Heritage Trivia Game for Kids,N/A,N/A,59254
N/A,Quindo,1,5.00,59267
N/A,Quiz-Cross,N/A,N/A,59268
N/A,Quiz-Tronic,N/A,N/A,59269
N/A,Spiel-Baum,N/A,N/A,59273
N/A,Prellus,2,4.50,59275
N/A,FPS Arena,1,6.50,59279
N/A,Carpathes,19,5.50,59286
N/A,Cat-a-Muse,N/A,N/A,59288
N/A,Real Math: A Sampler of Games,N/A,N/A,59291
N/A,Pi-Rats,3,5.50,59293
N/A,Lordz of the Hood,4,5.75,59302
N/A,Volldampf voraus!,26,5.97,59308
N/A,Obstgarten: Das Memospiel,27,6.40,59309
N/A,Mucks Mäuschen Still,20,5.34,59310
N/A,Verfühlt nochmal! Groß und Klein,3,5.42,59311
N/A,Kabufuda,4,6.50,59332
N/A,Oicho-Kabu,1,5.00,59333
N/A,HFP: Hard Furry Pets,11,7.55,59338
N/A,Sugusland,N/A,N/A,59343
N/A,Super-Knobelix,1,7.00,59351
N/A,Tivoli,N/A,N/A,59355
N/A,Short Order,N/A,N/A,59361
N/A,Őseink írása,N/A,N/A,59377
N/A,Power Lords,N/A,N/A,59397
5.580,Forces of Warmachine: Retribution of Scyrah,38,7.96,59404
N/A,Dino Business,17,6.52,59414
N/A,Bohnedikt,15,7.00,59416
5.947,PitchCar Extension 5: The Cross,265,7.49,59417
5.645,PitchCar Mini Extension 5: The Cross,82,7.23,59418
N/A,Reneszánsz magyar kártya,3,6.50,59423
N/A,Coblin Chaos,N/A,N/A,59426
N/A,The Underground Railroad,3,2.33,59427
N/A,Scroubabble,2,4.50,59433
N/A,Dropships and Jumpships,9,6.89,59437
N/A,BattleTech: The Fourth Succession War Military Atlas Volume 1,5,7.60,59439
N/A,BattleTech: The Fourth Succession War Military Atlas Volume 2,6,7.33,59441
N/A,Gray Death Legion,6,7.67,59444
N/A,Candyland Sweet Celebration Game,10,3.90,59451
N/A,Legendák kapitánya,3,5.33,59461
N/A,Brahma: The Game of Team Rodeo,N/A,N/A,59468
N/A,Das No Spiel,N/A,N/A,59472
N/A,Imperátor,N/A,N/A,59479
N/A,PLAY4D Playing Card Game System,3,6.83,59492
N/A,Világgá megyek a magyar népmesék útján,N/A,N/A,59493
N/A,Was werde ich?,1,3.00,59503
N/A,Das Göttinger Turmspiel,1,2.50,59507
N/A,Andromeda,3,5.67,59508
N/A,Puladnas,2,4.50,59513
N/A,Árnyékháború,6,4.50,59514
N/A,push&move,6,5.83,59515
N/A,Honfoglaló: 1956,1,7.50,59527
N/A,In Grandpa's Woods: The Forest Trail of Discovery,N/A,N/A,59528
N/A,Tower of Babble,N/A,N/A,59530
N/A,Zsoldosrege,N/A,N/A,59531
N/A,Baller-Ball,N/A,N/A,59537
N/A,Basket Team,N/A,N/A,59538
N/A,Bravo,3,4.33,59539
N/A,Chango,N/A,N/A,59540
N/A,Colorpillar,N/A,N/A,59541
N/A,The Magnificent Flying Machine Rally,N/A,N/A,59542
N/A,Den Letzten beißen die Hunde,N/A,N/A,59543
N/A,Truffle Scuffle,17,7.14,59547
N/A,Die Meisterschaft,N/A,N/A,59549
N/A,Die Zehn,N/A,N/A,59550
5.564,Wings of War: Revolution in the Sky Squadron Pack,38,7.34,59556
N/A,Oink Oink,1,6.00,59589
N/A,Farb-Klick,N/A,N/A,59610
N/A,Hell from Above,2,5.35,59613
N/A,The Road to Victory: A War Game,N/A,N/A,59614
N/A,Bomber Greifen an!,N/A,N/A,59617
N/A,Álomfogók,N/A,N/A,59618
N/A,Cha-Du-Ke,N/A,N/A,59635
N/A,Barangolás Magyarországon,N/A,N/A,59636
N/A,Kalandozások Budapesten,N/A,N/A,59638
N/A,Fészekrakó társasjáték,N/A,N/A,59639
N/A,ÖKO-Magyarország,N/A,N/A,59640
N/A,Ladies' Night,N/A,N/A,59642
N/A,Krazy Bee 15,N/A,N/A,59643
N/A,1830: Variant Box #1,6,7.00,59644
N/A,1830: Wabash Cannonball Variant,9,6.83,59645
N/A,Hatalom Kártyái Kártyajáték,22,6.84,59650
N/A,The Polls are Closed!,7,6.07,59653
N/A,Rainbow Deck,12,7.36,59655
N/A,Extra Impetus 2,8,6.88,59657
N/A,Liba-Játék,2,3.00,59661
N/A,Imperium Galacticum,4,6.25,59662
N/A,"Kint a bárány, bent a farkas",1,2.00,59666
N/A,Cross,15,7.07,59668
N/A,Operation Ufo,2,1.50,59685
N/A,Das Bürokraten-Spiel,7,3.14,59692
N/A,"Flieg, Maja, flieg",N/A,N/A,59694
N/A,Froschjagd,4,3.75,59698
N/A,Fülle,N/A,N/A,59700
N/A,Geburtstagstorte,N/A,N/A,59702
N/A,Biribi,3,2.83,59703
N/A,Stiefelglück,N/A,N/A,59706
N/A,Vira,3,6.33,59707
N/A,Bésigue,1,6.00,59709
N/A,Kincses Sziget,N/A,N/A,59710
N/A,I-Game for Teachers,N/A,N/A,59711
N/A,Indian LIFE,N/A,N/A,59712
N/A,Integer Matrix,N/A,N/A,59714
N/A,War for Edaðh: The Art of Conflict – Angueth,15,6.63,59715
N/A,War for Edaðh: The Art of Conflict – Huaos-Dzaa,14,6.71,59716
N/A,Kids' Stories,N/A,N/A,59717
N/A,The LAN That Time Forgot,N/A,N/A,59718
N/A,Lunar Prospector,N/A,N/A,59719
N/A,"Killer Bunnies and the Journey to Jupiter: Violet, Orange and Green Booster Combo Deck",8,4.80,59726
5.777,Advanced Squad Leader: Starter Kit Bonus Pack #1 – Beyond the Beaches,138,7.67,59728
N/A,Penny Hockey,12,6.15,59732
N/A,Vállalkozz 2000,N/A,N/A,59733
N/A,Gigász,N/A,N/A,59734
N/A,Jetzt geht's rund!,1,2.00,59735
N/A,Chinese Characters Puzzle (Radicals V1.0),N/A,N/A,59742
N/A,Arrest a Burglar,3,5.67,59755
N/A,Unsere Erde,1,5.00,59757
N/A,Caption if You Can!,21,5.88,59765
N/A,Tiller & Whipstaff: Anglo Dutch Fast Play,3,7.33,59770
N/A,Razzo Raketo,10,6.68,59776
N/A,Die kleinen Lerndrachen: Mein Trainingsspiel 1. Schuljahr Mathematik,1,4.00,59779
N/A,Trool,N/A,N/A,59787
N/A,Basset,N/A,N/A,59790
N/A,Boston,1,6.00,59793
N/A,Geisterpendel,1,3.00,59800
N/A,Genius Football,3,2.33,59802
N/A,Russian Roulette,1,5.00,59807
N/A,Demo Derby Smash-Down!,6,7.37,59808
N/A,Famous Missions,2,5.50,59813
N/A,Mendegélő,N/A,N/A,59814
N/A,Samsonite Golf Game,N/A,N/A,59815
N/A,Over the Rainbow See-Saw Game,N/A,N/A,59816
N/A,Woof Woof,N/A,N/A,59818
N/A,Magyarország Quiz,N/A,N/A,59819
N/A,Mítosz kártyajáték,9,7.67,59850
N/A,Green World Wereld Projekt Spel,1,6.00,59851
N/A,Samnite Wars,N/A,N/A,59854
N/A,Cosmos Commanders,N/A,N/A,59857
N/A,Spy Trap,1,4.00,59864
N/A,The Settlers of Zarahemla Mini-Expansion,8,6.88,59865
5.734,Ghost Stories: The Village People Expansion,156,7.21,59867
N/A,Master of Worlds,N/A,N/A,59868
N/A,Over The Edge!,N/A,N/A,59869
N/A,Pantin Nocturne: Justice Cell,1,7.00,59870
N/A,Pantin Nocturne: FIB Cell,1,7.00,59871
N/A,Tucson City,N/A,N/A,59872
N/A,Find your way,2,7.50,59873
N/A,Superschlag: Der Tennis Würfel,1,2.00,59876
N/A,Horror Castle,1,1.00,59878
N/A,Im Gänsemarsch,N/A,N/A,59879
N/A,Im Netz der Spinne,N/A,N/A,59880
N/A,Beyond the Volga,1,6.00,59882
N/A,Jomino,N/A,N/A,59884
N/A,Golf: The Card Game,1,5.50,59885
N/A,Käpt'n Einauge,1,6.00,59886
N/A,Keine Angst vorm schwarzen Mann,N/A,N/A,59887
N/A,"Kessy, die lustige Krake",N/A,N/A,59891
N/A,Cili Cica,3,5.67,59923
N/A,DUIthegame,N/A,N/A,59924
N/A,All Around the Farm,1,4.00,59925
N/A,Kot w worku,5,5.00,59929
N/A,Campaign Tour,N/A,N/A,59932
N/A,Dungeon Escape,2,6.00,59938
N/A,The Living Sea,N/A,N/A,59939
N/A,Maestro!,N/A,N/A,59944
N/A,Heroes of The Hinterlands,N/A,N/A,59947
N/A,Extinction,6,6.82,59948
N/A,Birds of Prey: Fighter Sweep,11,7.82,59949
N/A,Káosz Galaktika Kártyajáték,3,6.00,59950
N/A,Tui Zao Mo,N/A,N/A,59951
N/A,Pirates of the Caribbean Pirate Game,14,4.36,59962
N/A,Skirmish,N/A,N/A,59966
5.758,Ghost Stories: B-Rice Lee,187,7.10,59967
N/A,Ceylon,N/A,N/A,59969
N/A,Dynasties & Kingdoms,N/A,N/A,59975
N/A,China Doll: The Card Game,N/A,N/A,59984
N/A,Jai Alai,N/A,N/A,59987
5.596,Zooloretto: Grizzly,77,6.71,59988
N/A,GiocosaMente,2,5.50,59990
N/A,Supers,8,5.75,59992
N/A,Snorks Card Game,1,6.00,59997
N/A,Let's Bomb Iraq,N/A,N/A,60003
N/A,Bungaló,N/A,N/A,60008
N/A,Second World War at Sea: Spice Islands,11,7.55,60012
N/A,Road Race,N/A,N/A,60014
N/A,Dectana,11,7.76,60015
N/A,Regimental Risk,N/A,N/A,60018
N/A,Bozo Buckets Grand Prize Game,2,4.50,60022
N/A,Memo-Mime,2,6.00,60031
N/A,Blokád,3,6.83,60032
N/A,Agytorna: Játék az IQ-val,N/A,N/A,60033
N/A,Erdély nagy fejedelmei,N/A,N/A,60034
N/A,Golfing Dominoes,N/A,N/A,60036
N/A,Cherubion Stratégiai Gyűjtögetős Társasjáték,3,5.67,60038
N/A,Stones,N/A,N/A,60044
N/A,Jekaben,N/A,N/A,60046
N/A,Ice Dao,3,5.67,60048
N/A,Rolling Thunder,1,7.00,60049
N/A,The Name of the Game is Real Estate,N/A,N/A,60052
6.032,Small World: Leaders of Small World,1192,6.50,60054
N/A,More Cowbells,2,6.75,60055
5.629,Igel Ärgern + Tante Tarantel,98,6.81,60056
N/A,Castle Capers,6,6.57,60057
N/A,18BE Pocket,4,5.50,60058
N/A,Helsinki,3,4.67,60059
N/A,Edgar & Ellen DVD Board Game,N/A,N/A,60060
N/A,Scalplock (a game of Indian Fighting),1,7.00,60069
N/A,Tree-Halma,1,6.00,60070
N/A,Hivewars,N/A,N/A,60075
N/A,Naval Thunder:  Battleship Row,16,7.59,60076
5.552,Savannah Tails: Pachyderm Passage,40,6.71,60077
N/A,Trivia Jr. Magnetic Game,N/A,N/A,60078
N/A,Amusement Land,1,3.00,60079
N/A,Magnetic Pocket Travel Racing Game,1,2.00,60080
N/A,House Kurita: The Draconis Combine,15,7.68,60087
N/A,Hotspots Card Game,N/A,N/A,60090
N/A,Merchant Guild,5,6.00,60100
N/A,Poush Poush à la ferme,2,6.75,60109
N/A,Tru-Tri Fruits,N/A,N/A,60114
5.562,Jet Set: Investor & Business Expansion,42,6.87,60127
5.615,Cuba: Hazienda,73,7.24,60128
N/A,Donna Leon: Gefährliches Spiel Expansion,4,5.75,60129
5.576,Atlantis: Boat Expansion,63,6.66,60130
N/A,Waagemut,5,7.50,60133
5.556,Catan Geographies: Bayern Edition,36,6.95,60134
N/A,All American: United States Expansion Pack,2,4.50,60136
N/A,Numbericoo!,N/A,N/A,60138
N/A,Penguin Rescuer Game,8,3.12,60139
N/A,Singapore-Go,N/A,N/A,60140
N/A,3-in-a-Row Friend,1,3.00,60142
7.115,War of the Ring Collector's Edition,1019,8.62,60153
N/A,LOL The TXT MSG Game!,N/A,N/A,60159
5.708,Time's Up! Game Geek Expansion,116,7.27,60165
N/A,Diamonds Cave,N/A,N/A,60169
N/A,The Royal Pastime of Cupid or Entertaining Game of the Snake,N/A,N/A,60171
N/A,Clean the Clock,1,3.00,60176
N/A,Dirk's Dice Airport Dice Game,N/A,N/A,60182
N/A,Star Track,1,4.00,60183
N/A,Spider's Web,1,4.00,60184
N/A,Mouse House,1,4.00,60185
N/A,Horsing Around,1,4.00,60187
N/A,SuperStar,1,5.00,60188
N/A,Pärlspelet,2,4.25,60189
N/A,NFL Gamebreaker Trivia,1,4.00,60191
N/A,Tante Emma,2,6.50,60192
N/A,Kleiner Lachzahn,N/A,N/A,60193
N/A,"1,2,3: Mäusezählerei",3,5.67,60194
N/A,Ab nach Hause!,1,5.00,60195
N/A,"Ach, du dickes Ei",1,3.00,60197
N/A,Das kleine Känguru,N/A,N/A,60198
N/A,Das verrückte Schimpfwörter-ABC,N/A,N/A,60199
N/A,Magellan 2000,1,5.00,60201
N/A,Magic Castle,1,4.00,60203
N/A,Speculator,N/A,N/A,60205
N/A,Math Designs,N/A,N/A,60208
N/A,Trash or Treasure,N/A,N/A,60209
N/A,GlobeQuizz,N/A,N/A,60215
N/A,Rank & File,7,6.79,60217
N/A,Caterpillar: Age of Tank,20,6.03,60218
N/A,Zauberschwert & Drachenei: Player Sheets & 7th Player Material,9,6.44,60220
N/A,Tycoon: Business Game,3,4.83,60221
5.550,Neuroshima Hex! Duel Chain Reaction Cards,35,7.20,60224
5.585,Call of Cthulhu: The Card Game – Sleep of the Dead Asylum Pack,52,7.04,60231
5.584,Call of Cthulhu: The Card Game – Search for the Silver Key Asylum Pack,53,6.99,60232
N/A,Tabletop Ninepins,8,6.06,60235
N/A,VEX: Exciting Game of Strategy,N/A,N/A,60237
5.551,GiftTRAP Geek Edition,38,6.80,60256
N/A,Feudaly,N/A,N/A,60266
N/A,Agglomeration,N/A,N/A,60276
N/A,Dice 'n' Easy,N/A,N/A,60277
N/A,Mission Commander,N/A,N/A,60284
N/A,Pit: Tulip expansion,6,7.39,60290
N/A,Gold War (ゴールド・ウォー),4,6.88,60294
N/A,Szó ami szó,N/A,N/A,60302
N/A,Imádkozz okosan,N/A,N/A,60303
N/A,Metropolis,N/A,N/A,60304
N/A,Fantasy Chess,1,6.10,60305
N/A,Polikresz,N/A,N/A,60306
N/A,2109,3,6.63,60308
N/A,Zockato,3,6.25,60313
N/A,Uruk:  Wiege der Zivilisation – 5-/6-player expansion,3,4.50,60318
N/A,Grow A Million,9,3.79,60337
N/A,La Règle d'Or,N/A,N/A,60358
N/A,Battles of the French Revolutionary and Napoleonic Wars Volume I,2,7.50,60359
N/A,Le Jeu des 7 familles du Peloton,2,5.00,60361
N/A,Kapcsolj gyorsan!,N/A,N/A,60362
N/A,Baba-mama társasjáték,N/A,N/A,60364
N/A,Otthontól az iskoláig,N/A,N/A,60365
N/A,Mese kvartett,N/A,N/A,60367
N/A,Játék a betűkkel,N/A,N/A,60368
N/A,Inquizitor,19,6.11,60369
N/A,Grid Lions,1,7.00,60371
5.564,BANG! Uncle Will,82,6.37,60381
N/A,Wordinoes,2,5.50,60384
N/A,Tactiques Napoléon,7,7.54,60386
N/A,Cap sur la Lune,N/A,N/A,60396
N/A,"Durbuy, ma commune!",N/A,N/A,60398
N/A,Mazinga Z alla riscossa,N/A,N/A,60399
N/A,Tsotsi,6,5.67,60400
N/A,"Monuments: Heroes, Traders, and Science",18,6.79,60401
N/A,Circa 1863,2,3.00,60404
N/A,Subway,1,4.00,60407
N/A,Puritan Bobber,1,5.00,60413
N/A,Jeu d'Automobile,N/A,N/A,60414
N/A,Kitchen Kombat,1,6.50,60423
N/A,De la Terre à la Lune,N/A,N/A,60431
N/A,Esprit Fantômes,N/A,N/A,60448
N/A,Liebesgeflüster,1,6.00,60450
N/A,Combino,1,7.00,60451
N/A,Potopoly,N/A,N/A,60452
N/A,Speedy,4,6.38,60454
N/A,Marquis: Intriganten,5,6.90,60463
N/A,Federation Commander: Hydran Attack,23,7.79,60471
N/A,Classic BattleTech: Map Pack – Solaris VII,8,7.59,60473
N/A,Classic Battletech: Interstellar Players,3,7.33,60475
N/A,Classic Battletech: Combat Equipment,4,7.88,60477
N/A,EAT,3,6.67,60479
N/A,Monopoly: Minnesota Wild,1,8.00,60485
N/A,Seven Hills,21,6.57,60488
N/A,G.I. Joe Cobra Battle Game,3,7.33,60489
N/A,Everyday Mathematics Family Games Kit for Early Childhood,1,4.00,60503
N/A,Mystic Path: Nebel um Burg Tiefenkaastel,10,7.30,60513
N/A,Hollands Glorie,4,5.88,60517
5.595,Wings of War: Hit & Run Booster Pack,54,7.41,60524
5.598,Wings of War: Crossfire Booster Pack,57,7.39,60525
N/A,Logomino,N/A,N/A,60527
N/A,Lügen haben kurze Beine,N/A,N/A,60528
N/A,Wereld-Delen,3,4.33,60530
N/A,Beachball Switch-er-oo,N/A,N/A,60531
N/A,El jinete solitario,1,1.00,60550
N/A,Plato's Revenge,N/A,N/A,60551
N/A,Memocards Suche Drei,6,5.58,60562
N/A,NanoVenture,1,1.00,60569
N/A,Tell Me No Lies,N/A,N/A,60575
N/A,Penguin C,16,4.75,60576
N/A,Dragons: An Adventure Into Middle Earth,N/A,N/A,60578
N/A,Starmada: The Admiralty Edition – Rules Annex,14,7.43,60599
N/A,Second Chance,N/A,N/A,60600
N/A,An Extension of Politics,N/A,N/A,60601
N/A,Lustige Drachen,N/A,N/A,60602
N/A,Managon,N/A,N/A,60605
N/A,Maus komm raus,N/A,N/A,60606
N/A,Victor or Victim,N/A,N/A,60608
N/A,"Meine Insel, deine Insel",N/A,N/A,60609
N/A,Conquer the Galaxy,1,2.00,60610
N/A,Umferðarspilið mitt,2,2.50,60633
N/A,Duel in the Dark: Tactical Cards,10,7.05,60636
N/A,Kraina Bajek and Leśne Przygody,N/A,N/A,60644
N/A,Bee-Siege,2,7.25,60657
N/A,Hamsterrad,N/A,N/A,60660
N/A,Dan Qi,N/A,N/A,60674
N/A,Kanga Winks,N/A,N/A,60681
5.565,Cuba: Sambaschule,31,7.55,60683
N/A,The Ethics Challenge featuring Dilbert and Dogbert,N/A,N/A,60686
N/A,The Royal Geographical Amusement or the Safe and Expeditious Traveller Through all the Parts of Europe by Sea and by Land,N/A,N/A,60692
N/A,Snowflake,N/A,N/A,60698
N/A,Pasang,3,5.80,60699
N/A,The Flag Game,N/A,N/A,60700
N/A,My European Vacation,N/A,N/A,60703
N/A,My Immune System,N/A,N/A,60704
N/A,Math Mall,N/A,N/A,60705
N/A,Mountain Pursuit,N/A,N/A,60706
N/A,Conspirateurs,7,7.67,60707
N/A,Pallanguli,1,6.00,60708
N/A,Gabata,2,5.00,60709
N/A,Der Maulwurf und sein Versteck-Spiel,12,4.57,60710
N/A,Nachbar's Kirschen,1,5.00,60716
N/A,Paddington Bär,N/A,N/A,60717
N/A,RockFest,N/A,N/A,60722
N/A,Pocket Knight Chess,3,5.67,60724
N/A,Mr. Magnet's Scrambled Sentences,N/A,N/A,60740
N/A,Mush! The Iditarod Board Game,N/A,N/A,60741
N/A,51 Pegasi,6,6.42,60743
N/A,Ramana,N/A,N/A,60749
N/A,Rechenlotto,1,3.00,60751
N/A,Ringlein an der Hand,1,6.00,60752
N/A,Red Tide,2,7.05,60753
N/A,Ice Hop,5,5.80,60754
N/A,Winkelzüge,11,7.23,60781
N/A,Race Car Math,N/A,N/A,60783
N/A,The Nanny Game,N/A,N/A,60784
N/A,Network Security: Protect and Defend,N/A,N/A,60785
N/A,Neuron Nemesis,N/A,N/A,60786
N/A,Odd or Even,N/A,N/A,60787
N/A,On the Right Track,N/A,N/A,60788
N/A,Black Out,N/A,N/A,60789
N/A,Schiff ahoi!,N/A,N/A,60791
N/A,Schnipsel-Jagd,N/A,N/A,60792
N/A,Sonntagsspaziergang,N/A,N/A,60793
N/A,Spaghetti,1,5.00,60794
N/A,Stop,N/A,N/A,60795
N/A,Magimixer,1,4.00,60796
N/A,Jogo a Era do Gelo 3,1,6.00,60797
N/A,Mickey Mouse Club Game In Disneyland,N/A,N/A,60800
N/A,The Monster Game,N/A,N/A,60801
N/A,WCW Action Wrestling,N/A,N/A,60802
N/A,Dish It Out: The Satellite TV Game,N/A,N/A,60803
N/A,USA Egotrip: Vanity Plates Game,N/A,N/A,60804
N/A,Panzertales: World Tank Division II,1,4.00,60805
N/A,Gram Cram,N/A,N/A,60806
N/A,The Game of the Three Bears,N/A,N/A,60807
N/A,Torero,1,5.00,60817
N/A,Night of the Living Dead,2,7.50,60834
N/A,Duplexity,N/A,N/A,60839
N/A,Rabbit and Carrot,11,5.73,60840
N/A,Vulkan-Ausbruch,N/A,N/A,60842
N/A,Waagemut,2,6.00,60843
N/A,Was fehlt?,1,4.00,60844
N/A,Blondie,N/A,N/A,60852
N/A,Blow Your House Down,N/A,N/A,60853
N/A,Indecision 96,N/A,N/A,60854
N/A,Wer kommt durch?,N/A,N/A,60856
N/A,Crosstown,N/A,N/A,60857
N/A,The Dancing Princess,N/A,N/A,60859
N/A,Higgly Piggly: The Plastic Farm Game,1,4.00,60860
N/A,Mandrake the Magician Game,N/A,N/A,60861
N/A,Schätze des Dunklen Turmes,27,3.50,60870
N/A,Pedigree Muster: Canine,N/A,N/A,60878
N/A,Städtetour,20,6.32,60895
N/A,Golden Rule,N/A,N/A,60934
N/A,Heavy Gear Blitz! Hammers of Faith,2,4.50,60953
N/A,Cabemos Todos?,N/A,N/A,60954
N/A,Heavy Gear Blitz! Swords of Pride,2,7.00,60955
N/A,Electra,1,3.00,60966
N/A,The Elvis Presley Game,N/A,N/A,60997
7.503,Cosmic Encounter: Cosmic Incursion,2547,8.25,61001
N/A,Wort Duell,1,6.00,61025
5.964,Last Night on Earth: Zombies with Grave Weapons Miniature Set,403,7.21,61027
N/A,Sthlm Maffia,22,6.45,61043
N/A,Coil,4,5.88,61074
N/A,Mythgardia Expansion Set,4,6.50,61080
N/A,Brave the Elements,3,7.83,61085
N/A,Where's My Pants?,1,5.00,61106
N/A,Tictactactic,11,6.43,61109
N/A,Le Franc-Tireur #1: Indochine 1940,2,6.00,61118
N/A,Philadelphia Scene,N/A,N/A,61121
N/A,Thomas & Friends: Birthday Surprise Card Game,5,4.90,61122
N/A,Galleon's Gold,1,6.00,61123
N/A,All About Town: Newport County Rhode Island,N/A,N/A,61124
N/A,Trixo,25,4.90,61135
N/A,Strategy Yatzy,18,5.08,61148
N/A,Zahlenfuchs,N/A,N/A,61149
N/A,Zahnzieh'n,N/A,N/A,61150
N/A,Holydeck,2,4.50,61151
N/A,Eco-Destiny,N/A,N/A,61153
N/A,2010 Swedish Parliament,13,6.98,61165
N/A,Against the Covenant,4,6.00,61177
N/A,Sudoku goes Classic,2,5.00,61195
N/A,Ben Tennyson: El juego,1,3.00,61196
N/A,Pizza Paletti,20,4.08,61203
N/A,Cannons & Crossbones,1,4.00,61204
N/A,Ganoven Memory,1,3.00,61205
N/A,Vikings,12,6.42,61206
N/A,Brainstorm,2,2.75,61207
N/A,Monster Hunt,2,6.00,61212
N/A,Monsters VS Monsters,N/A,N/A,61216
N/A,Tiki Rummy,3,6.33,61226
N/A,Reaper Madness,N/A,N/A,61257
N/A,Canine Troopers,3,5.67,61268
N/A,Legends of the Ancient World: The Oracle's Breath,5,7.20,61272
N/A,Achtung Hexe!,2,4.00,61292
N/A,Alonso oder: Es lebe das Gute,N/A,N/A,61297
N/A,Linqer,24,7.90,61300
N/A,Pick-Up Pup,N/A,N/A,61303
N/A,Lion Hunt Game,N/A,N/A,61305
N/A,Andy Gump and his Game,2,5.00,61306
N/A,Black Hat,N/A,N/A,61313
N/A,Jackpot Cubes,N/A,N/A,61314
N/A,Myriath,7,7.29,61315
N/A,Bambam Booboo,15,6.85,61316
N/A,Mój pierwszy quiz,2,7.00,61317
N/A,Skatterz,2,4.00,61318
N/A,Das kleine Bierquiz,2,5.50,61321
N/A,Touch and Go,N/A,N/A,61332
N/A,Classic Battletech: Handbook House Marik,3,7.67,61335
N/A,Classic Battletech: Technical Readout – Vehicle Annex,8,7.62,61339
N/A,Comical Clowns,N/A,N/A,61343
N/A,Classic Battletech: Mercenaries Supplemental II,3,7.67,61353
N/A,Cactus Creek,N/A,N/A,61358
N/A,Classic Battletech: Technical Readout – Project Phoenix,11,7.05,61359
N/A,La Grande Opera,1,6.00,61361
N/A,Castle Garden,10,5.35,61369
N/A,EinSATZ bitte!,8,5.00,61381
N/A,One-Time Path,N/A,N/A,61389
N/A,PiRat Rummy,1,7.00,61393
5.515,"Warhammer 40,000 Expansion: Apocalypse Reload",31,5.62,61415
N/A,98 Degrees: Play for Keeps,N/A,N/A,61417
5.664,World at War Compendium,75,7.94,61426
N/A,Montreal Expos Control Action Baseball Game,N/A,N/A,61436
N/A,National Derby,N/A,N/A,61437
N/A,Matched Blades,N/A,N/A,61439
N/A,Magdar: the Second Age,5,6.50,61442
N/A,Escalier Royal,2,7.12,61449
N/A,Myytti: Väinämöisen tarina,20,5.08,61450
N/A,Run Emily Run!,17,6.55,61451
N/A,Hop It!,6,7.00,61453
N/A,ESP,2,4.50,61454
N/A,Wolsung Mini add-on,4,7.25,61467
N/A,Monopoly: Fishing – Prized Catch Edition,1,7.00,61469
N/A,Scene It? Twilight Edition,13,3.15,61474
N/A,Flames of War: Hell's Highway,28,7.75,61479
N/A,Magical Battlions,1,4.00,61486
N/A,"A Union So Tested:  Look, Sarge, No Charts American Civil War",N/A,N/A,61488
N/A,Twenty One Turn Hero Minigame,16,5.28,61491
6.970,Space Alert: The New Frontier,870,8.54,61492
N/A,Castella³,6,5.62,61493
N/A,Fast4Words,2,6.25,61506
N/A,Dire Heroes: Gas Attack at Ypres,8,7.56,61507
N/A,High Test Brooklands Race Game,N/A,N/A,61508
N/A,Meias Palavras,7,6.00,61510
N/A,Proxy War,2,4.50,61517
N/A,Zenith,18,5.42,61522
N/A,Flunk,1,7.00,61529
N/A,Crummy,1,5.50,61530
N/A,Nira,N/A,N/A,61534
N/A,Sicher zur Schule,N/A,N/A,61535
N/A,Deutschland-Wissen,N/A,N/A,61537
5.696,Last Night on Earth 'Run For It!' Scenario,98,7.53,61538
N/A,Wortmeister,N/A,N/A,61539
N/A,Tintenklecks,1,7.00,61540
N/A,Battling Gladiators,13,7.81,61549
N/A,Junior Quran Challenge Game,N/A,N/A,61554
N/A,The Awful Green Things From Outer Space: The Obnoxious Orange Things From Another Place,11,7.73,61570
N/A,Outside the Znutar,11,6.82,61571
N/A,Gänget bygger koja,6,4.50,61577
N/A,Elvis Presley King Of Rock Game,N/A,N/A,61584
N/A,Kingdoms,2,4.50,61597
N/A,Avverso,15,6.75,61600
N/A,Snakes,2,3.50,61603
N/A,Das spannende Schuco Straßenrennen,N/A,N/A,61610
N/A,Death or Glory,N/A,N/A,61612
N/A,Pippi Langstrumpf macht was ihr gefällt,N/A,N/A,61613
N/A,Monopoly: Durham Edition,2,3.50,61615
N/A,Monstersnack,4,6.20,61619
N/A,Hammer iT,4,4.25,61625
N/A,Dominari,1,5.00,61635
N/A,Chess³,N/A,N/A,61640
N/A,Courtier,N/A,N/A,61653
