ID,bookID,chapterInBook,url,title,povID,ChapterRating
223,2,80,/index.php/A_Storm_of_Swords-Chapter_80,Sansa VII,1530,9.16
224,2,81,/index.php/A_Storm_of_Swords-Epilogue,Epilogue,1137,8.95
225,3,0,/index.php/A_Feast_for_Crows-Prologue,Prologue,1280,8
226,3,1,/index.php/A_Feast_for_Crows-Chapter_1,The Prophet,25,7.01
227,3,2,/index.php/A_Feast_for_Crows-Chapter_2,The Captain Of Guards,110,7.6
228,3,3,/index.php/A_Feast_for_Crows-Chapter_3,Cersei I,295,7.64
229,3,4,/index.php/A_Feast_for_Crows-Chapter_4,Brienne I,255,6.62
230,3,5,/index.php/A_Feast_for_Crows-Chapter_5,Samwell I,1527,7.66
231,3,6,/index.php/A_Feast_for_Crows-Chapter_6,Arya I,136,7.5
232,3,7,/index.php/A_Feast_for_Crows-Chapter_7,Cersei II,295,7.84
233,3,8,/index.php/A_Feast_for_Crows-Chapter_8,Jaime I,785,7.53
234,3,9,/index.php/A_Feast_for_Crows-Chapter_9,Brienne II,255,6.65
235,3,10,/index.php/A_Feast_for_Crows-Chapter_10,Sansa I,1530,7.33
236,3,11,/index.php/A_Feast_for_Crows-Chapter_11,The Kraken's Daughter,138,6.86
237,3,12,/index.php/A_Feast_for_Crows-Chapter_12,Cersei III,295,7.31
238,3,13,/index.php/A_Feast_for_Crows-Chapter_13,The Soiled Knight,137,6.8
239,3,14,/index.php/A_Feast_for_Crows-Chapter_14,Brienne III,255,6.74
240,3,15,/index.php/A_Feast_for_Crows-Chapter_15,Samwell II,1527,6.58
241,3,16,/index.php/A_Feast_for_Crows-Chapter_16,Jaime II,785,7
242,3,17,/index.php/A_Feast_for_Crows-Chapter_17,Cersei IV,295,7.25
243,3,18,/index.php/A_Feast_for_Crows-Chapter_18,The Iron Captain,1763,7.06
244,3,19,/index.php/A_Feast_for_Crows-Chapter_19,The Drowned Man,25,7.25
245,3,20,/index.php/A_Feast_for_Crows-Chapter_20,Brienne IV,255,7.67
246,3,21,/index.php/A_Feast_for_Crows-Chapter_21,The Queenmaker,113,7.44
247,3,22,/index.php/A_Feast_for_Crows-Chapter_22,Arya II,136,7.59
248,3,23,/index.php/A_Feast_for_Crows-Chapter_23,Alayne I,1530,7.52
249,3,24,/index.php/A_Feast_for_Crows-Chapter_24,Cersei V,295,7.22
250,3,25,/index.php/A_Feast_for_Crows-Chapter_25,Brienne V,255,7.26
251,3,26,/index.php/A_Feast_for_Crows-Chapter_26,Samwell III,1527,7.57
252,3,27,/index.php/A_Feast_for_Crows-Chapter_27,Jaime III,785,7.84
253,3,28,/index.php/A_Feast_for_Crows-Chapter_28,Cersei VI,295,7.13
254,3,29,/index.php/A_Feast_for_Crows-Chapter_29,The Reaver,1763,7.43
255,3,30,/index.php/A_Feast_for_Crows-Chapter_30,Jaime IV,785,7.55
